gene,fc_full,fc_PRJNA488311,fc_PRJNA486202,fc_within_mean
ENSSSCG00000043123,-1.6298515665344817,-0.849018890534139,-0.7643215017756213,-0.8066701961548801
ENSSSCG00000049297,-2.065039200740569,0.0,-2.29294516268723,-1.146472581343615
ENSSSCG00000046319,0.3052795903444136,-0.9198435667116529,-0.5953431214936161,-0.7575933441026346
ENSSSCG00000004074,-0.7219163710723473,-0.14568953043315994,-0.11744594096652233,-0.13156773569984115
ENSSSCG00000041027,-1.690546351309932,0.0,-1.5815783742574472,-0.7907891871287236
ENSSSCG00000050641,-0.48792097433419834,-0.17209631475219292,1.2537385108808377,0.5408210980643223
ENSSSCG00000004075,-1.1176639372561543,-2.182045724094214,-2.8363367895901237,-2.509191256842169
ENSSSCG00000004076,-0.9947186413416879,-0.8772475545322508,-1.2617577681001642,-1.0695026613162075
ENSSSCG00000004077,-2.6254361476952535,-2.1069042258470425,-2.6613797646037654,-2.384141995225404
ENSSSCG00000004078,-0.554743512731053,-0.11486548369261412,1.0473131658692885,0.46622384108833714
ENSSSCG00000031536,-0.49954500286344766,-0.023099091966259037,0.07905745963789491,0.02797918383581794
ENSSSCG00000004081,-2.7637796766835794,-0.597824795098178,-1.129417932269102,-0.8636213636836401
ENSSSCG00000049158,-1.7780630398421997,-0.38513469234580666,-0.5493056965120903,-0.46722019442894847
ENSSSCG00000004082,-0.9216086811960336,-0.7472854472161414,-0.7839149593739081,-0.7656002032950248
ENSSSCG00000031744,-2.201579510397857,-2.036595804964943,-0.49994973480758687,-1.2682727698862648
ENSSSCG00000025777,1.5133865043304413,2.0746066648545147,2.76579634501017,2.4202015049323427
ENSSSCG00000046251,-0.04852308972332574,0.758542061301229,2.5691282558864508,1.66383515859384
ENSSSCG00000004087,-1.089429961967282,-1.691772708052073,-0.6214717130825766,-1.156622210567325
ENSSSCG00000004088,-0.42811510294727106,0.13610704507916074,-0.7474600204285494,-0.30567648767469435
ENSSSCG00000004089,-2.001964033312671,-1.0418202178393745,-1.0973731905890167,-1.0695967042141956
ENSSSCG00000050987,-1.9107333258910084,-0.9789437255320611,-0.9777089326073649,-0.9783263290697131
ENSSSCG00000042025,-1.011977192738248,-1.2127634137339947,-1.0293117079574172,-1.121037560845706
ENSSSCG00000048821,-1.864463367421741,-1.1570321260458343,-1.0418390064311398,-1.099435566238487
ENSSSCG00000004090,0.1368251707500791,-0.5244995208520454,-0.6209634468286751,-0.5727314838403603
ENSSSCG00000031733,-2.671765340088555,-2.548072377939827,-2.009746582757381,-2.278909480348604
ENSSSCG00000004092,-2.4718515701359065,-2.460289506734796,-2.9445750784684983,-2.702432292601647
ENSSSCG00000032778,-1.6484478752366083,-1.3193691435368724,-1.027236039322487,-1.1733025914296797
ENSSSCG00000026396,-1.216842950055113,-0.4385313692810067,0.6086884637218042,0.08507854722039873
ENSSSCG00000046136,-2.8095381643412254,-1.796465233847787,-0.24035419965789476,-1.0184097167528408
ENSSSCG00000051560,-1.8963671376691118,0.0,0.0,0.0
ENSSSCG00000044264,-0.735736700455536,-0.5191430111392822,-0.31522396413026876,-0.4171834876347755
ENSSSCG00000046985,-1.2623836290288328,0.0,1.4737194775745066,0.7368597387872533
ENSSSCG00000040966,-0.26347726449043046,0.0,-1.1515915892353354,-0.5757957946176677
ENSSSCG00000004093,-0.5973246573151285,1.1236427736660821,1.7725702202800255,1.448106496973054
ENSSSCG00000004094,4.742575525637756,2.9929515903581776,2.588083900700712,2.7905177455294448
ENSSSCG00000035574,-2.860175741155976,-1.8733001892627181,-2.9546203525545396,-2.4139602709086287
ENSSSCG00000032525,0.10829380982731443,-0.04590165261958771,-0.63873627882858,-0.3423189657240838
ENSSSCG00000033578,-1.6311705259746159,0.312055379505696,-0.7895413267396094,-0.2387429736169567
ENSSSCG00000004096,-0.7456765069144435,0.6202344131155482,0.21810734275454038,0.41917087793504426
ENSSSCG00000041378,-2.1540967898262173,0.16441705468325274,-0.23751505222795294,-0.0365489987723501
ENSSSCG00000026042,0.25878136723700906,0.08669703204973703,0.622348812017464,0.3545229220336005
ENSSSCG00000004101,0.6686400328985757,0.9213305310607451,0.5858087790417468,0.753569655051246
ENSSSCG00000004103,0.9638551050619808,0.9290605069031035,0.10935306916901492,0.5192067880360592
ENSSSCG00000004105,-1.0132516678516628,-0.9947002593376333,-1.3373207208093985,-1.166010490073516
ENSSSCG00000031644,-1.221253580648875,0.4109453862072048,0.6146196133879445,0.5127824997975746
ENSSSCG00000004106,-1.3550923168534512,-1.011537269581236,-0.902292403983849,-0.9569148367825424
ENSSSCG00000004104,-1.2883477871640365,-0.8070725405939204,-1.3253504808380165,-1.0662115107159684
ENSSSCG00000030067,-0.3068975570134452,-0.21845797417434626,-0.4549191578961385,-0.3366885660352424
ENSSSCG00000028867,-1.821036007106838,-1.3934864934998967,-1.4017539807755368,-1.3976202371377169
ENSSSCG00000004109,1.9673328855608638,-0.2251914389329322,0.010465296626894025,-0.10736307115301909
ENSSSCG00000004110,0.6042987287588288,-0.31355416836307404,-0.699855222574022,-0.506704695468548
ENSSSCG00000028974,-0.7944079263530887,-1.7666968396211489,-1.4621131778761858,-1.6144050087486672
ENSSSCG00000048048,-3.1118325828762528,-2.0438636622715984,-1.2193906238634253,-1.631627143067512
ENSSSCG00000042082,-2.348145556456895,-1.649425684281041,-1.4390822733769744,-1.5442539788290077
ENSSSCG00000033175,-1.2907865874808098,-1.108918260059008,-1.5098820774303148,-1.3094001687446615
ENSSSCG00000048882,-3.7484745508430852,-2.073206420051787,-2.021315449486964,-2.0472609347693753
ENSSSCG00000043818,-4.025382955838347,-3.4324032693167426,-2.739522787977788,-3.0859630286472655
ENSSSCG00000044949,-4.09320326918512,-2.0540449652600636,-2.6682492966371787,-2.361147130948621
ENSSSCG00000046600,-3.822723731513286,-3.7987989694634057,-2.2472726291775844,-3.0230357993204953
ENSSSCG00000047761,-4.293873172660413,-2.9775302235037637,-2.8526774136952016,-2.9151038185994826
ENSSSCG00000049293,-3.6654230289479828,-2.901742598807005,-2.1287543016583728,-2.515248450232689
ENSSSCG00000046147,-3.745602975910997,-3.3782244461123807,-2.4694113698654903,-2.9238179079889353
ENSSSCG00000042893,-3.904057368309373,-2.0891210360501407,-2.7942421989297337,-2.4416816174899374
ENSSSCG00000041768,-3.7796503254201586,-1.6580070474102753,-2.4215909752770095,-2.0397990113436424
ENSSSCG00000050246,-3.685598719394011,-3.692914896149472,-1.6063479145069894,-2.649631405328231
ENSSSCG00000042691,-4.019432145534362,-2.5275221402597405,-2.3497999208590787,-2.43866103055941
ENSSSCG00000051113,-4.300802904738778,-2.7387586240375486,-2.5463363072143785,-2.6425474656259635
ENSSSCG00000045381,-3.9687081772693844,-2.003421770488311,-2.5355668509723905,-2.2694943107303507
ENSSSCG00000048240,-3.3560953649580507,-2.6568613746487997,-2.3486596161621933,-2.5027604954054965
ENSSSCG00000046455,-3.41145196597308,-1.971121476773207,-4.658656309234325,-3.314888893003766
ENSSSCG00000004113,-2.3500044270266613,-1.7135030869820718,-1.9528201329254682,-1.83316160995377
ENSSSCG00000047452,-2.1888534731086344,-0.494264724280005,-0.6771212048684495,-0.5856929645742273
ENSSSCG00000047924,-2.40275745696406,-1.1944886789758036,-0.9544317351657288,-1.074460207070766
ENSSSCG00000041638,-2.1549804964981756,-0.6519885379952536,-0.6279379720348812,-0.6399632550150673
ENSSSCG00000044212,-2.4284461441587846,-0.5811290502343902,-1.5084393932544062,-1.0447842217443983
ENSSSCG00000043354,-2.403985920663164,0.28965501131927535,-1.150940337960455,-0.43064266332058987
ENSSSCG00000051595,-2.1728965482281173,-2.6679836488467834,-0.27128177764207284,-1.4696327132444282
ENSSSCG00000004114,-1.0254516177275346,-1.06200776827305,-1.2551609272648543,-1.1585843477689521
ENSSSCG00000004119,-0.5599677262887186,-0.4684114711693213,0.35361571838812056,-0.05739787639060037
ENSSSCG00000043624,-0.9120276309181686,-0.19213102626318618,1.267018091163853,0.5374435324503335
ENSSSCG00000004120,-1.7088140349173,-0.2914400180845653,-1.1563859294391163,-0.7239129737618408
ENSSSCG00000047176,-2.7656476231789626,-2.7638440983323314,-0.8782636903390184,-1.8210538943356749
ENSSSCG00000048523,-2.990184058582874,-2.577146601733068,-1.2840161964953998,-1.930581399114234
ENSSSCG00000004121,-1.141856921922418,0.8891395952710053,-0.19272973893089732,0.348204928170054
ENSSSCG00000051757,-1.8005928578174022,-0.8603388244238059,-0.8870422987851844,-0.8736905616044952
ENSSSCG00000004123,-2.2815959487700064,-1.2835603731863,-1.1161908084539933,-1.1998755908201466
ENSSSCG00000048547,-1.380798301887059,0.8141986981048847,-0.7853137288330431,0.014442484635920794
ENSSSCG00000004125,-0.7285918663001212,-1.7352719947197575,-1.6479086920830683,-1.6915903434014128
ENSSSCG00000046537,-0.10926014735320257,-0.9964202701188921,-1.322588004460165,-1.1595041372895285
ENSSSCG00000035578,-0.053156470606093346,-3.3601897107566696,0.7119725130180437,-1.324108598869313
ENSSSCG00000049141,-3.1949537009829054,-3.078260971709775,-2.0691530151896647,-2.57370699344972
ENSSSCG00000004127,-3.0711330193209645,-2.931462994358241,-2.4773050166414956,-2.7043840054998682
ENSSSCG00000004128,-6.627750864366586,-6.3117238488689695,-6.3807958724388385,-6.346259860653904
ENSSSCG00000040918,-1.235877214498349,-0.9097031695156488,-1.7969791592032136,-1.3533411643594313
ENSSSCG00000039614,-2.826406629704542,1.4000876799851756,-1.5314819388116092,-0.06569712941321681
ENSSSCG00000004132,-1.702760493266019,-0.7876169504858666,-0.49041422083266173,-0.6390155856592641
ENSSSCG00000046507,-2.8732726998218667,-1.3438118473329212,-0.7006721462393348,-1.022241996786128
ENSSSCG00000020208,-4.081399057916975,-2.725201222201737,-2.8027704204042263,-2.763985821302982
ENSSSCG00000004133,-0.9903333318813218,-1.167222411579015,-1.2841114943627743,-1.2256669529708946
ENSSSCG00000004134,-1.1420237653753802,-0.9101068447838877,-1.2662312507767017,-1.0881690477802948
ENSSSCG00000039598,-1.1815599146171958,-1.3605198741307047,-1.4425164748785746,-1.4015181745046397
ENSSSCG00000048780,-2.6595216634883423,-1.6350524005806308,-1.7053013014999263,-1.6701768510402786
ENSSSCG00000004136,-1.8234984893067312,-1.0311307074527385,-0.8651912695218155,-0.948160988487277
ENSSSCG00000047221,-2.6226441076121794,-1.118033577052403,-1.2373991205862902,-1.1777163488193465
ENSSSCG00000050677,-2.95521410140374,-1.4782501057037396,-0.7144076195882827,-1.0963288626460113
ENSSSCG00000043315,-1.0721270695821397,-0.5718336316312234,0.5142470582546228,-0.02879328668830028
ENSSSCG00000004138,0.4397883850522564,0.1004533350186626,-0.2414698044663628,-0.0705082347238501
ENSSSCG00000044542,-2.27244439697935,-0.8779430782168808,-0.3428135263671204,-0.6103783022920006
ENSSSCG00000004139,-0.8917445395454123,-1.0419687220246796,-1.4828798129635168,-1.2624242674940982
ENSSSCG00000004140,-0.36926052259116454,-0.5148209439782563,-1.2152408986956122,-0.8650309213369343
ENSSSCG00000048057,-2.4012352778112285,-1.5864618867187141,-0.44700236743397154,-1.0167321270763428
ENSSSCG00000034307,-0.7627875998438332,0.0,-1.5326583852107967,-0.7663291926053983
