tissue,gene_symbol,pig_gene_id,human_gene_id,log2fc_pig,log2fc_human,p_pig,p_human,fdr_pig,fdr_human,passes_strict,passes_pig_anchored
Brain,ABCA9,ENSSSCG00000017257,ENSG00000154258,2.2999280482021582,1.0416199078782762,2.0409570114084342e-06,0.0015380940560371995,1.1879131594395124e-05,0.05534920196845403,True,True
Brain,ABCB7,ENSSSCG00000012424,ENSG00000131269,3.3727430514997834,-0.22537423149646035,1.3439779205025539e-06,0.5312878788137827,1.0724329781525943e-05,0.7442803243348612,False,False
Brain,ABCB8,ENSSSCG00000027986,ENSG00000197150,1.1173500913955692,-0.014058904385320857,0.00018141219255506574,0.9286750276465401,0.0003776057456269931,0.9838947252081317,False,False
Brain,ABCB9,ENSSSCG00000009784,ENSG00000150967,1.4293473718129939,0.1858762006230276,2.4591226654472306e-05,0.41411615263634505,7.386249257974527e-05,0.6623203851459494,False,False
Brain,ABCC1,ENSSSCG00000007874,ENSG00000103222,1.250853463854599,-0.24499280766759463,0.021972011385878277,0.11452738631456531,0.0290668973530044,0.3771650129914663,False,False
Brain,ABCC10,ENSSSCG00000001680,ENSG00000124574,0.7368680586689832,-0.2774995504362786,0.28841093291286823,0.2482316670556208,0.3195789537902026,0.5259026402239801,False,False
Brain,ABCC11,ENSSSCG00000032298,ENSG00000121270,2.7004135374506486,0.4135591556385946,0.0015842814810704145,0.11371924567973822,0.002556786853862342,0.37609324374341213,False,False
Brain,ABCC12,ENSSSCG00000022813,ENSG00000140798,2.596607951860653,0.3171988497258588,7.56949997035619e-06,0.41654962182132826,3.1147722527826325e-05,0.6646501640018422,False,False
Brain,ABCC3,ENSSSCG00000017561,ENSG00000108846,2.405713885451164,0.24495556495744164,1.545965508920039e-06,0.4699196309270952,1.0724329781525943e-05,0.7038920227114884,False,False
Brain,ABCC8,ENSSSCG00000013378,ENSG00000006071,2.2406748653915067,0.8642132008058657,2.7824011134397003e-05,0.00016206735289765145,7.782612979856561e-05,0.018010448538124797,True,True
Brain,ABCF2,ENSSSCG00000016441,ENSG00000033050,1.6993267754127217,0.6443877632110087,8.790331358651956e-07,0.00010419353012928635,1.0724329781525943e-05,0.015597771460354164,True,True
Brain,ABCG4,ENSSSCG00000015113,ENSG00000172350,1.3674543432229604,0.3583848750967358,3.145828522877131e-05,0.2066988864818525,8.491354667773286e-05,0.48122586790565036,False,False
Brain,ABCG5,ENSSSCG00000035912,ENSG00000138075,0.3562942726168108,1.1344650558205198,0.021972011385878277,0.0011901755264984702,0.0290668973530044,0.04726549036963288,False,False
Brain,ABHD1,ENSSSCG00000008554,ENSG00000143994,0.463966324926504,0.4844021825254486,0.5388065881449439,0.45050099921871556,0.5728646750376285,0.6901017584758772,False,False
Brain,ABHD10,ENSSSCG00000034450,ENSG00000144827,1.895875107984108,0.31325100690592844,0.0004791464345873001,0.07238675298577453,0.0008617037633075303,0.31269080076371947,False,False
Brain,ABHD11,ENSSSCG00000007715,ENSG00000106077,1.3987269426736395,0.34273575790190075,0.00038813004929277883,0.24957543737667642,0.0007224952546521884,0.5273708191222025,False,False
Brain,ABHD14A,ENSSSCG00000030229,ENSG00000248487,2.0501451349933526,0.08567205871346191,0.011925233593017589,0.7363923686969867,0.016450492709866687,0.8781100652695468,False,False
Brain,ABHD17B,ENSSSCG00000021802,ENSG00000107362,3.3479240516514968,-0.0008573374357530014,1.1675009055544352e-06,0.9985321172073982,1.0724329781525943e-05,1.0,False,False
Brain,ABHD18,ENSSSCG00000009074,ENSG00000164074,1.7096650814610854,-0.08499929616045956,0.005210538239129046,0.6589032388442158,0.00761735912497674,0.8316847795529434,False,False
Brain,ABHD2,ENSSSCG00000001835,ENSG00000140526,2.6540220787265607,0.08134905585866259,2.4591226654472306e-05,0.6666427196241087,7.386249257974527e-05,0.8369438800566169,False,False
Brain,ABHD4,ENSSSCG00000002051,ENSG00000100439,1.3268468495588024,-0.995558435807082,7.275733026046537e-05,0.057936637103595416,0.0001701307769445746,0.2880707718046938,False,True
Brain,ABHD5,ENSSSCG00000011297,ENSG00000011198,2.260195649656701,-0.359921613102387,2.7824011134397003e-05,0.12549473845568987,7.782612979856561e-05,0.3932627181006634,False,False
Brain,ABLIM3,ENSSSCG00000014430,ENSG00000173210,2.9367968937484807,-0.1870871924373918,1.545965508920039e-06,0.42864761754979297,1.0724329781525943e-05,0.6738619088348486,False,False
Brain,ABT1,ENSSSCG00000038191,ENSG00000146109,2.4740297300458813,0.10860309288424633,0.00034894085348282283,0.4911534726650171,0.0006607190205714467,0.71844513247951,False,False
Brain,ABTB1,ENSSSCG00000024827,ENSG00000114626,1.427046793065471,1.1585569186565217,5.74716253097317e-05,0.0006579413722784165,0.0001389454507245936,0.036210964496352555,True,True
Brain,ABTB2,ENSSSCG00000013303,ENSG00000166016,1.7564358917716099,-0.6472484457618355,4.5262349060500754e-05,0.23373824229081167,0.00011368747742209669,0.5112597146542154,False,True
Brain,ABTB3,ENSSSCG00000000162,ENSG00000151136,2.4571387508015166,0.4770652954666138,1.545965508920039e-06,0.2098413134974476,1.0724329781525943e-05,0.48560461340265165,False,False
Brain,ACAA1,ENSSSCG00000011250,ENSG00000060971,0.8472688780793722,0.13849802851748225,0.1386939382550268,0.4691927829214946,0.16102437224117816,0.7029439511944329,False,False
Brain,ACAA2,ENSSSCG00000004510,ENSG00000167315,1.642313295342172,0.07856970297681216,0.0015945332042524266,0.7956759736671918,0.002556786853862342,0.9137033606410233,False,False
Brain,ACAD10,ENSSSCG00000009836,ENSG00000111271,1.9186250788098944,0.033033678296265655,3.078459712029635e-06,0.7397060648577181,1.53717618042307e-05,0.8792731978977255,False,False
Brain,ACAD11,ENSSSCG00000011629,ENSG00000240303,2.27079247773641,0.21019996287592144,2.7824011134397003e-05,0.6061399889728214,7.782612979856561e-05,0.793417990756196,False,False
Brain,ACAD9,ENSSSCG00000023354,ENSG00000177646,1.650217558948768,0.3775670486731813,3.525170214617298e-06,0.011653607032363721,1.6870779447832788e-05,0.14229567477527316,False,False
Brain,ACADL,ENSSSCG00000016156,ENSG00000115361,1.8427512242165887,-1.2349637668596845,0.00567861393915713,0.029572250086639634,0.008237291731509907,0.21469281464451762,False,True
Brain,ACADM,ENSSSCG00000003776,ENSG00000117054,2.9666843964683856,0.2828818216807084,8.177186388994279e-05,0.13853774419356324,0.00018815321279318223,0.40545702989938737,False,False
Brain,ACAP1,ENSSSCG00000017943,ENSG00000072818,0.43480876113894695,-0.25519696060500785,0.28841093291286823,0.485071055654857,0.3195789537902026,0.7149974107082719,False,False
Brain,ACAT2,ENSSSCG00000004049,ENSG00000120437,0.7312885644418132,0.10427355384657826,0.4676135047114932,0.6315055839609054,0.5033199716372629,0.8105876538602115,False,False
Brain,ACER2,ENSSSCG00000034213,ENSG00000177076,3.0652728388464214,-0.016111098852284924,3.1484580060416044e-07,0.9801287372342212,1.0724329781525943e-05,1.0,False,False
Brain,ACER3,ENSSSCG00000032723,ENSG00000078124,2.6272353381810563,0.22754450002274124,0.00011557114889934738,0.5428951484119721,0.00025442648515047506,0.75251299738215,False,False
Brain,ACHE,ENSSSCG00000030303,ENSG00000087085,1.000317903675502,-0.1446000507059746,0.0010806043685362135,0.7591738662415295,0.0017938176310697623,0.8911325152301514,False,False
Brain,ACKR1,ENSSSCG00000036223,ENSG00000213088,2.2365113920082176,-0.8587091941802594,1.91658365716604e-05,0.282265152360388,6.141108165191698e-05,0.562356006330421,False,True
Brain,ACKR2,ENSSSCG00000031154,ENSG00000144648,2.7782508742595153,0.8726877016770331,2.329671498216147e-06,0.005708486808551583,1.281640382860282e-05,0.10682005940502148,False,True
Brain,ACLY,ENSSSCG00000017421,ENSG00000131473,1.591624190137911,-0.45957952545884145,0.00038813004929277883,0.23731727156383506,0.0007224952546521884,0.5150572492610971,False,False
Brain,ACOT6,ENSSSCG00000002348,ENSG00000205669,1.3989230643695034,1.6510700334698183,0.00028141027081178777,0.06580112741960692,0.0005501060007903451,0.30259219403458415,False,True
Brain,ACOT7,ENSSSCG00000003377,ENSG00000097021,2.30506217295557,0.030277600328517576,2.686335855256104e-06,0.9156990870506948,1.3953659872721677e-05,0.9769110129096993,False,False
Brain,ACOT8,ENSSSCG00000007426,ENSG00000101473,1.5522497848861372,0.11076361141919758,7.275733026046537e-05,0.6949439375065605,0.0001701307769445746,0.8539903746899696,False,False
Brain,ACOT9,ENSSSCG00000012172,ENSG00000123130,2.6245643777978014,0.08153750131272923,3.078459712029635e-06,0.6479484731103968,1.53717618042307e-05,0.8234801116698215,False,False
Brain,ACOX1,ENSSSCG00000017198,ENSG00000161533,2.9424055115587895,0.059908919505636524,1.0134328239879477e-06,0.7380148609836843,1.0724329781525943e-05,0.8785949241636051,False,False
Brain,ACOX2,ENSSSCG00000011477,ENSG00000168306,2.268693365851678,0.2181651742010148,2.339847171488245e-06,0.47337824182647126,1.281640382860282e-05,0.7068095232537677,False,False
Brain,ACOX3,ENSSSCG00000008724,ENSG00000087008,2.290707178054964,0.059860754408276984,7.618824305869805e-07,0.7514625806117703,1.0724329781525943e-05,0.8860835366172645,False,False
Brain,ACOXL,ENSSSCG00000037846,ENSG00000153093,3.878095304767946,-0.5763172084852212,1.9414160604445948e-07,0.4917530156453309,1.0724329781525943e-05,0.7188754183350726,False,True
Brain,ACP1,ENSSSCG00000008659,ENSG00000143727,1.753171874654725,0.14504087702695556,4.5262349060500754e-05,0.43557276803649836,0.00011368747742209669,0.6793628190775558,False,False
Brain,ACSBG1,ENSSSCG00000001760,ENSG00000103740,2.0314866286708555,0.6746407187484711,6.598466210248664e-07,0.11206995633356162,1.0724329781525943e-05,0.37381623135325703,False,True
Brain,ACSL1,ENSSSCG00000015784,ENSG00000151726,2.6250894673164256,0.02271125626352173,2.0409570114084342e-06,0.9404839282262045,1.1879131594395124e-05,0.9884192927229908,False,False
Brain,ACSL3,ENSSSCG00000016223,ENSG00000123983,2.233467888903324,0.5299610101479936,0.0010806043685362135,0.01437721798880045,0.0017938176310697623,0.15668448575643645,False,True
Brain,ACSL4,ENSSSCG00000012583,ENSG00000068366,2.7577244662351212,-0.39020894298881986,0.0008856827335345518,0.25166735474548985,0.0014927573205372935,0.530030993323014,False,False
Brain,ACSL5,ENSSSCG00000031789,ENSG00000197142,2.2719017055966315,-0.6249676050219353,1.3113349849108338e-05,0.2517704764109297,4.665086673981745e-05,0.530099019953814,False,True
Brain,ACSL6,ENSSSCG00000014272,ENSG00000164398,2.932821883790306,0.5043656365147094,1.1675009055544352e-06,0.10379072766800622,1.0724329781525943e-05,0.35949726820686095,False,True
Brain,ACSS2,ENSSSCG00000007286,ENSG00000131069,1.80653720767519,0.21175156839301532,0.0004791464345873001,0.3406856166710589,0.0008617037633075303,0.6153551739340917,False,False
Brain,ACTC1,ENSSSCG00000004803,ENSG00000159251,0.25789347723208106,0.41847959767119636,0.0005317827504402225,0.5844560778528352,0.0009459110948301011,0.7802129022165991,False,False
Brain,ACTG2,ENSSSCG00000008294,ENSG00000163017,1.9083911025436877,-0.6120749603491187,0.017559679166039347,0.5151636733562869,0.023612403881341795,0.7330314895867858,False,True
Brain,ACTL8,ENSSSCG00000024062,ENSG00000117148,1.4374148673513238,-0.20218889624187705,0.2634830360772591,0.7657656343012382,0.29412040694411656,0.8940886285663961,False,False
Brain,ACTL9,ENSSSCG00000013605,ENSG00000181786,-1.6348195628428526,-3.0402410977257204,0.32776758725782085,0.3925838505622386,0.35990737662554817,0.6475297755527448,False,False
Brain,ACTMAP,ENSSSCG00000040533,ENSG00000188493,0.05570522411230015,-0.4348340249429249,0.4340724061263982,0.06083673919742917,0.46930983097733503,0.29356447527896806,False,False
Brain,ACTN1,ENSSSCG00000036702,ENSG00000072110,1.6721703223398159,0.39281464703712465,8.177186388994279e-05,0.19369841117804398,0.00018815321279318223,0.46624966527777273,False,False
Brain,ACTN2,ENSSSCG00000010144,ENSG00000077522,2.1220863112331534,-0.3022580351894603,3.554072385832629e-05,0.22921161246319893,9.353808652586929e-05,0.5056522003135716,False,False
Brain,ACTN4,ENSSSCG00000002965,ENSG00000130402,0.7531121330312278,0.04014598503439777,0.05389648256860798,0.7711621969195769,0.06675743372927863,0.897250559487904,False,False
Brain,ACTR1A,ENSSSCG00000010585,ENSG00000138107,1.3389780282937163,0.1408540708619282,0.006184288500397489,0.4441085463743585,0.008915523772240986,0.6852509729152902,False,False
Brain,ACTR6,ENSSSCG00000025682,ENSG00000075089,2.8921135363411006,0.42690814610392336,8.177186388994279e-05,0.028592905385227015,0.00018815321279318223,0.210647536228764,False,False
Brain,ACTR8,ENSSSCG00000011458,ENSG00000113812,1.959470894880263,-0.06759705278956007,2.7824011134397003e-05,0.7096568639400743,7.782612979856561e-05,0.8624286377856639,False,False
Brain,ACTRT2,ENSSSCG00000003357,ENSG00000169717,1.082312305723594,-2.7664742824936344,0.0672251466104415,0.41743087562098485,0.08239401054186256,0.6651484890847581,False,True
Brain,ACVR1B,ENSSSCG00000000233,ENSG00000135503,1.1815376264695627,-0.3337440464065296,0.00010305998090728417,0.28621812435497884,0.00023061403799432646,0.5658631006052836,False,False
Brain,ACVR1C,ENSSSCG00000015873,ENSG00000123612,3.288925803683331,0.355954276618152,0.0009781204337701009,0.36466038131564205,0.0016354684224505985,0.6281894025656112,False,False
Brain,ACVR2A,ENSSSCG00000015669,ENSG00000121989,2.1075502554447065,-0.7815858505472063,0.00016225381068586285,0.026134732395739643,0.000342780065758872,0.19966728414961096,False,True
Brain,ACVR2B,ENSSSCG00000011257,ENSG00000114739,3.641607841925415,-0.4454608245578508,9.900552918301073e-07,0.384490577893688,1.0724329781525943e-05,0.6437780910386649,False,False
Brain,ADAM10,ENSSSCG00000004595,ENSG00000137845,3.513988964013526,-0.16620675710986224,1.1675009055544352e-06,0.5205278285465313,1.0724329781525943e-05,0.7367909978575619,False,False
Brain,ADAM11,ENSSSCG00000017349,ENSG00000073670,0.08743604573768424,0.6082737859916855,0.012903853229755012,0.02101497409573437,0.017705837108105638,0.18356593887091346,False,False
Brain,ADAM17,ENSSSCG00000008641,ENSG00000151694,1.6263151803889069,-0.06609599424820216,4.033669236035294e-06,0.717214364042871,1.867162290149918e-05,0.867261634064764,False,False
Brain,ADAM18,ENSSSCG00000007008,ENSG00000168619,3.6851246916082485,-2.296624502710821,0.0007747201890688915,0.39135424620145187,0.0013355091237173314,0.6474992336025348,False,True
Brain,ADAM19,ENSSSCG00000017052,ENSG00000135074,2.599952238883613,-1.2998635928108537,2.3423968520412368e-06,0.005100149852573852,1.281640382860282e-05,0.10087760889539939,False,True
Brain,ADAM2,ENSSSCG00000045907,ENSG00000104755,1.9133087942024527,-2.165964778839427,0.21521418051945873,0.4432807571713361,0.2432248439058053,0.6847891999768483,False,False
Brain,ADAM20,ENSSSCG00000034126,ENSG00000134007,0.1764286047344753,-0.5267863769203437,0.015325507649768042,0.5555632189565509,0.020799895695106763,0.7601519697153095,False,False
Brain,ADAM22,ENSSSCG00000015297,ENSG00000008277,3.0335690026441133,0.41629502511034927,1.1675009055544352e-06,0.10657984700420536,1.0724329781525943e-05,0.3639371144281374,False,False
Brain,ADAM23,ENSSSCG00000016131,ENSG00000114948,2.766430778520768,0.6780928538663041,1.776970987263304e-06,0.005389738803420126,1.108385653305486e-05,0.10353052633453516,False,True
Brain,ADAMTS16,ENSSSCG00000017109,ENSG00000145536,1.016482589850044,-0.3430198004458167,0.01627395767820584,0.6717950366182721,0.022006161330073368,0.8403822251599702,False,False
Brain,ADAMTS17,ENSSSCG00000038452,ENSG00000140470,1.076452347501078,-1.3793506328232754,0.08834934674002146,0.10642950134011434,0.10594278441990718,0.3639371144281374,False,False
Brain,ADAMTS18,ENSSSCG00000038627,ENSG00000140873,2.2220911769861567,-0.8663962142854292,0.00011028143586677454,0.41028317323983976,0.00024647851521732085,0.6596003040729824,False,True
Brain,ADAMTS19,ENSSSCG00000014259,ENSG00000145808,2.529370352049193,0.522532435078364,1.1661566706848982e-06,0.04563026919188307,1.0724329781525943e-05,0.26202449942617706,False,True
Brain,ADAMTS2,ENSSSCG00000024043,ENSG00000087116,2.1797049824575865,-0.6195406954222431,3.078459712029635e-06,0.24411762541296,1.53717618042307e-05,0.5219473498274293,False,True
Brain,ADAMTS20,ENSSSCG00000000795,ENSG00000173157,3.063060164872732,-1.342478853269233,1.0134328239879477e-06,0.32392467637880606,1.0724329781525943e-05,0.5999941110357246,False,True
Brain,ADAMTS3,ENSSSCG00000038180,ENSG00000156140,1.7247176485125526,0.19272783365062435,0.002118522396850456,0.5464937615836288,0.0033132344631060726,0.7540315612066305,False,False
Brain,ADAMTS4,ENSSSCG00000006359,ENSG00000158859,-0.0709213167584779,-0.057848253492711624,0.00731895119045835,0.9591102336728392,0.010438709920080173,0.9985031001138895,False,False
Brain,ADAP2,ENSSSCG00000017738,ENSG00000184060,2.1486843962966637,-0.7899528708353404,1.3439779205025539e-06,0.05529355482538448,1.0724329781525943e-05,0.28211467538284285,False,True
Brain,ADAR,ENSSSCG00000006543,ENSG00000160710,1.0830377166336247,0.34730757804379103,0.003667019645330456,0.042627429975641486,0.005489528409059692,0.252425880828858,False,False
Brain,ADARB1,ENSSSCG00000012089,ENSG00000197381,2.7485706058057815,0.18401650558171675,8.790331358651956e-07,0.3895547409390837,1.0724329781525943e-05,0.6455207518107243,False,False
Brain,ADAT1,ENSSSCG00000002706,ENSG00000065457,2.583745860151102,0.7862108098930743,3.525170214617298e-06,0.00053938309041035,1.6870779447832788e-05,0.03309762705144573,True,True
Brain,ADAT2,ENSSSCG00000039598,ENSG00000189007,1.8702210030877409,-0.09145313724993506,7.275733026046537e-05,0.6735624811627705,0.0001701307769445746,0.8408913230831172,False,False
Brain,ADAT3,ENSSSCG00000038810,ENSG00000213638,1.4427525714709466,-1.0946402614371422,0.00022627958376108298,0.01932302195782609,0.00045775748228424486,0.17898016125348618,False,True
Brain,ADCK1,ENSSSCG00000002408,ENSG00000063761,2.147120740895551,-0.0987811680029659,1.545965508920039e-06,0.7471995349804419,1.0724329781525943e-05,0.8838634120825113,False,False
Brain,ADCK2,ENSSSCG00000016496,ENSG00000133597,1.1315584424448328,-0.35649919905699706,0.001448329863806642,0.1729600554787942,0.0023444526450243763,0.4435101114281516,False,False
Brain,ADCY1,ENSSSCG00000016726,ENSG00000164742,2.6893750110454904,-0.8177233848999856,0.0003134773126777581,0.18984328371276565,0.0006024076214102745,0.4621231508609104,False,True
Brain,ADCY4,ENSSSCG00000001988,ENSG00000129467,1.5564532165983085,-0.4159126828673845,3.554072385832629e-05,0.10465783299367716,9.353808652586929e-05,0.3609971797039971,False,False
Brain,ADCY5,ENSSSCG00000027952,ENSG00000173175,1.2636396481871102,0.02993368722544822,0.005210538239129046,0.9098403110550047,0.00761735912497674,0.9748002802243614,False,False
Brain,ADCY7,ENSSSCG00000039408,ENSG00000121281,2.6900196813495776,-0.10629486976954176,1.3439779205025539e-06,0.7420762670415204,1.0724329781525943e-05,0.8808693598163491,False,False
Brain,ADCY8,ENSSSCG00000031717,ENSG00000155897,1.984500463276688,-0.6090088344367784,2.7824011134397003e-05,0.020977311266203173,7.782612979856561e-05,0.18356593887091346,False,True
Brain,ADD3,ENSSSCG00000010621,ENSG00000148700,3.511463361106045,0.2689321681870597,1.1675009055544352e-06,0.3614836439797423,1.0724329781525943e-05,0.625741229229503,False,False
Brain,ADGB,ENSSSCG00000004114,ENSG00000118492,2.9067806445245457,-1.2447237493771606,1.3439779205025539e-06,0.408604787704264,1.0724329781525943e-05,0.6585176283521063,False,True
Brain,ADGRA1,ENSSSCG00000039199,ENSG00000197177,0.7833755439986012,0.7221433453291121,0.027311283474374132,0.004582545032037011,0.03538600602487284,0.09716812907874513,True,True
Brain,ADGRA2,ENSSSCG00000015825,ENSG00000020181,0.8821024189894738,-0.07334343251310367,0.05051172369822607,0.8314862554962468,0.06300287483439795,0.9333645204543203,False,False
Brain,ADGRA3,ENSSSCG00000008753,ENSG00000152990,1.82483702231019,-0.025751806196722193,3.554072385832629e-05,0.9397116975802435,9.353808652586929e-05,0.9880238876791857,False,False
Brain,ADGRB1,ENSSSCG00000035891,ENSG00000181790,1.57993279049827,-0.4909000513575631,5.74716253097317e-05,0.11150125140460981,0.0001389454507245936,0.37267279304662415,False,False
Brain,ADGRB2,ENSSSCG00000003604,ENSG00000121753,0.9496429532631081,-0.31300079925090624,0.012903853229755012,0.3937362155501142,0.017705837108105638,0.6479040733564281,False,False
Brain,ADGRB3,ENSSSCG00000004270,ENSG00000135298,2.4028283565640223,-0.0928589433580063,1.0144069362430565e-05,0.740883431637339,3.8640386350021775e-05,0.8801003786391816,False,False
Brain,ADGRD1,ENSSSCG00000009745,ENSG00000111452,2.9903800585867564,-0.6961385549965333,1.545965508920039e-06,0.1583234716148047,1.0724329781525943e-05,0.428562086817963,False,True
Brain,ADGRD2,ENSSSCG00000005591,ENSG00000180264,1.8738349661200397,-0.9998455245271443,0.3072723891267847,0.3174983222338643,0.3391732535929779,0.5942960808996427,False,False
Brain,ADGRF3,ENSSSCG00000008570,ENSG00000173567,1.9071837884426457,-0.3353904961285558,9.301801575303445e-05,0.5916340243394131,0.00021143026052580105,0.7859127546366332,False,False
Brain,ADGRF5,ENSSSCG00000001725,ENSG00000069122,2.3524172728441415,0.1340975193384515,8.911964922869567e-06,0.6933007271786269,3.516397335143843e-05,0.8532318222512368,False,False
Brain,ADGRG6,ENSSSCG00000004139,ENSG00000112414,3.151352746355475,-1.873612939690187,1.91658365716604e-05,0.023269757781714414,6.141108165191698e-05,0.19014643776870346,False,True
Brain,ADGRG7,ENSSSCG00000011962,ENSG00000144820,2.8522610722092283,0.20359808578338814,4.444335061786016e-05,0.3465935070873341,0.00011368747742209669,0.6160281565605741,False,False
Brain,ADGRL1,ENSSSCG00000013773,ENSG00000072071,1.553284393588766,-0.5293724318771671,0.00020268264457169328,0.21557408992327415,0.0004164368911938304,0.4913435027636136,False,True
Brain,ADGRL2,ENSSSCG00000003761,ENSG00000117114,2.5560896016127455,-0.18360709444919587,2.0409570114084342e-06,0.5473722826760461,1.1879131594395124e-05,0.7549440825189248,False,False
Brain,ADGRL4,ENSSSCG00000003762,ENSG00000162618,3.147122859628704,-0.563740263673494,0.0004791464345873001,0.07902663149183657,0.0008617037633075303,0.3209518918699928,False,True
Brain,ADGRV1,ENSSSCG00000035025,ENSG00000164199,2.183274728373713,-0.3393693346910414,1.1675009055544352e-06,0.4842085950071582,1.0724329781525943e-05,0.7141480460351879,False,False
Brain,ADH4,ENSSSCG00000009184,ENSG00000198099,4.128816781157488,2.5774576946723515,0.03878560540213092,0.05625893977159877,0.04918845415705692,0.28295744294648634,False,True
Brain,ADHFE1,ENSSSCG00000006213,ENSG00000147576,1.9203966584742616,0.6713546070694739,0.00028141027081178777,0.04282962619082391,0.0005501060007903451,0.25285635025150993,False,True
Brain,ADNP2,ENSSSCG00000038632,ENSG00000101544,2.810440232772076,-0.029598421648987426,1.1675009055544352e-06,0.8710883166402446,1.0724329781525943e-05,0.9560650873405673,False,False
Brain,ADO,ENSSSCG00000031360,ENSG00000181915,2.5666996549293475,-0.03810165459948775,1.545965508920039e-06,0.872647086294952,1.0724329781525943e-05,0.9569759915004885,False,False
Brain,ADORA1,ENSSSCG00000021059,ENSG00000163485,1.507267196341619,1.020988348704999,0.00567861393915713,0.011730119042664286,0.008237291731509907,0.14247967466621558,False,True
Brain,ADPRH,ENSSSCG00000011896,ENSG00000144843,2.6782987992456166,-0.9278882653781219,3.20796062490516e-05,0.002820765287532695,8.655942782053037e-05,0.07594758337115907,True,True
Brain,ADPRHL1,ENSSSCG00000024103,ENSG00000153531,-0.0046725360762855305,1.2768690551205146,0.5094166491363474,0.00024888665218972955,0.5446341406635568,0.022836597981319595,False,False
Brain,ADPRS,ENSSSCG00000003634,ENSG00000116863,1.2128283079444704,-0.19133032773010303,0.0017542157542879326,0.26321757880630076,0.002794276424951091,0.5419833934531741,False,False
Brain,ADRA1A,ENSSSCG00000009661,ENSG00000120907,2.7044256305992658,0.5591015616288763,1.0144069362430565e-05,0.18822987092495655,3.8640386350021775e-05,0.4605755422926773,False,True
Brain,ADRA1B,ENSSSCG00000017041,ENSG00000170214,1.7804650925011305,0.8805133039770762,0.0017542157542879326,0.0394726558283966,0.002794276424951091,0.24533363438494965,False,True
Brain,ADSS2,ENSSSCG00000010874,ENSG00000035687,2.728171748062088,0.2742663823147614,1.3113349849108338e-05,0.10576105336457799,4.665086673981745e-05,0.36312912129993863,False,False
Brain,AEBP1,ENSSSCG00000016754,ENSG00000106624,-0.9468341796446798,-0.7170710564760632,0.000129505010973516,0.22485337099686778,0.00028162260521114675,0.5016359044656007,False,True
Brain,AEBP2,ENSSSCG00000000587,ENSG00000139154,3.5098276695183825,0.42971436710211597,1.1675009055544352e-06,0.08103749696805629,1.0724329781525943e-05,0.3249594881439684,False,False
Brain,AEN,ENSSSCG00000005102,ENSG00000181026,1.489234703967985,-0.8286653468789911,8.177186388994279e-05,0.20392540262828093,0.00018815321279318223,0.4774642585416006,False,True
